Date,Time,Low_Range_micro_siemens_per_centimeter,High_Range_micro_siemens_per_centimeter,Temp_Celcius
2/11/22,16:10:00,"2,444.70","2,467.40",25.64
2/11/22,16:20:00,"2,440.60","2,464.30",25.64
2/11/22,16:30:00,"2,440.60","2,466.20",25.64
2/11/22,16:40:00,"2,438.80","2,463.70",25.62
2/11/22,16:50:00,"2,434.70","2,459.40",25.61
2/11/22,17:00:00,"2,432.40","2,456.40",25.61
2/11/22,17:10:00,"2,428.90","2,453.30",25.6
2/11/22,17:20:00,"2,426.50","2,450.80",25.59
2/11/22,17:30:00,"2,426.50","2,452.10",25.59
2/11/22,17:40:00,"2,430.60","2,453.30",25.59
2/11/22,17:50:00,"2,430.60","2,454.50",25.57
2/11/22,18:00:00,"2,428.90","2,453.90",25.56
2/11/22,18:10:00,"2,428.90","2,453.90",25.55
2/11/22,18:20:00,"2,428.90","2,453.30",25.54
2/11/22,18:30:00,"2,428.90","2,453.30",25.54
2/11/22,18:40:00,"2,426.50","2,451.50",25.51
2/11/22,18:50:00,"2,416.60","2,440.40",25.5
2/11/22,19:00:00,"2,424.80","2,448.40",25.49
2/11/22,19:10:00,"2,424.80","2,448.40",25.49
2/11/22,19:20:00,"2,423.00","2,447.20",25.48
2/11/22,19:30:00,"2,422.40","2,446.60",25.48
2/11/22,19:40:00,"2,420.70","2,445.30",25.45
2/11/22,19:50:00,"2,420.70","2,445.90",25.46
2/11/22,20:00:00,"2,420.70","2,445.30",25.44
2/11/22,20:10:00,"2,420.70","2,445.30",25.44
2/11/22,20:20:00,"2,420.70","2,446.60",25.43
2/11/22,20:30:00,"2,407.20","2,434.30",25.41
2/11/22,20:40:00,"2,393.80","2,421.40",25.4
2/11/22,20:50:00,"2,420.70","2,445.30",25.39
2/11/22,21:00:00,"2,420.70","2,445.30",25.38
2/11/22,21:10:00,"2,418.90","2,444.70",25.36
2/11/22,21:20:00,"2,418.90","2,443.50",25.36
2/11/22,21:30:00,"2,416.60","2,442.30",25.35
2/11/22,21:40:00,"2,416.60","2,441.00",25.34
2/11/22,21:50:00,"2,416.60","2,442.30",25.33
2/11/22,22:00:00,"2,414.80","2,439.20",25.31
2/11/22,22:10:00,"2,413.10","2,439.20",25.3
2/11/22,22:20:00,"2,413.10","2,438.60",25.29
2/11/22,22:30:00,"2,413.10","2,438.60",25.28
2/11/22,22:40:00,"2,413.10","2,437.40",25.28
2/11/22,22:50:00,"2,413.10","2,436.80",25.27
2/11/22,23:00:00,"2,410.70","2,436.10",25.25
2/11/22,23:10:00,"2,410.70","2,434.90",25.24
2/11/22,23:20:00,"2,410.70","2,434.90",25.24
2/11/22,23:30:00,"2,409.00","2,434.30",25.23
2/11/22,23:40:00,"2,409.00","2,434.30",25.23
2/11/22,23:50:00,"2,409.00","2,433.70",25.22
3/11/22,0:00:00,"2,404.90","2,430.00",25.2
3/11/22,0:10:00,"2,403.10","2,429.40",25.19
3/11/22,0:20:00,"2,403.10","2,428.20",25.19
3/11/22,0:30:00,"2,403.10","2,427.60",25.18
3/11/22,0:40:00,"2,389.70","2,412.30",25.18
3/11/22,0:50:00,"2,404.90","2,431.20",25.19
3/11/22,1:00:00,"2,407.20","2,430.60",25.18
3/11/22,1:10:00,"2,403.10","2,428.80",25.17
3/11/22,1:20:00,"2,401.40","2,425.70",25.15
3/11/22,1:30:00,"2,401.40","2,427.00",25.15
3/11/22,1:40:00,"2,397.30","2,420.20",25.14
3/11/22,1:50:00,"2,403.10","2,428.20",25.14
3/11/22,2:00:00,"2,407.20","2,431.90",25.14
3/11/22,2:10:00,"2,401.40","2,427.00",25.12
3/11/22,2:20:00,"2,399.00","2,423.90",25.1
3/11/22,2:30:00,"2,399.00","2,423.30",25.1
3/11/22,2:40:00,"2,397.30","2,422.10",25.1
3/11/22,2:50:00,"2,397.30","2,422.10",25.09
3/11/22,3:00:00,"2,397.30","2,422.10",25.08
3/11/22,3:10:00,"2,397.30","2,422.10",25.08
3/11/22,3:20:00,"2,397.30","2,421.40",25.08
3/11/22,3:30:00,"2,395.50","2,419.60",25.07
3/11/22,3:40:00,"2,395.50","2,419.60",25.06
3/11/22,3:50:00,"2,393.20","2,419.00",25.06
3/11/22,4:00:00,"2,393.20","2,418.40",25.04
3/11/22,4:10:00,"2,395.50","2,419.00",25.04
3/11/22,4:20:00,"2,395.50","2,420.20",25.04
3/11/22,4:30:00,"2,397.30","2,420.20",25.04
3/11/22,4:40:00,"2,394.90","2,420.80",25.03
3/11/22,4:50:00,"2,397.30","2,421.40",25.03
3/11/22,5:00:00,"2,397.30","2,421.40",25.03
3/11/22,5:10:00,"2,395.50","2,419.60",25.02
3/11/22,5:20:00,"2,393.20","2,417.80",25.01
3/11/22,5:30:00,"2,394.90","2,419.00",25.01
3/11/22,5:40:00,"2,394.90","2,419.00",25.01
3/11/22,5:50:00,"2,395.50","2,419.00",25.01
3/11/22,6:00:00,"2,394.90","2,417.80",24.99
3/11/22,6:10:00,"2,393.20","2,417.80",24.99
3/11/22,6:20:00,"2,391.40","2,417.20",24.98
3/11/22,6:30:00,"2,393.20","2,417.20",24.98
3/11/22,6:40:00,"2,393.20","2,417.20",24.98
3/11/22,6:50:00,"2,391.40","2,416.60",24.97
3/11/22,7:00:00,"2,391.40","2,415.30",24.97
3/11/22,7:10:00,"2,393.20","2,416.60",24.98
3/11/22,7:20:00,"2,391.40","2,415.90",24.97
3/11/22,7:30:00,"2,391.40","2,414.70",24.98
3/11/22,7:40:00,"2,391.40","2,415.90",24.98
3/11/22,7:50:00,"2,391.40","2,414.70",24.98
3/11/22,8:00:00,"2,391.40","2,414.70",24.99
3/11/22,8:10:00,"2,391.40","2,413.50",24.99
3/11/22,8:20:00,"2,389.70","2,412.30",24.99
3/11/22,8:30:00,"2,389.70","2,411.70",25.01
3/11/22,8:40:00,"2,389.70","2,412.90",25.02
3/11/22,8:50:00,"2,391.40","2,413.50",25.04
3/11/22,9:00:00,"2,389.10","2,413.50",25.04
3/11/22,9:10:00,"2,391.40","2,414.10",25.08
3/11/22,9:20:00,"2,393.20","2,417.20",25.12
3/11/22,9:30:00,"2,400.80","2,423.30",25.17
3/11/22,9:40:00,"2,410.70","2,431.20",25.23
3/11/22,9:50:00,"2,410.70","2,431.20",25.31
3/11/22,10:00:00,"2,412.50","2,434.30",25.33
3/11/22,10:10:00,"2,414.80","2,434.90",25.34
3/11/22,10:20:00,"2,416.60","2,438.60",25.39
3/11/22,10:30:00,"2,418.30","2,439.80",25.44
3/11/22,10:40:00,"2,418.30","2,440.40",25.45
3/11/22,10:50:00,"2,420.70","2,442.30",25.48
3/11/22,11:00:00,"2,426.50","2,448.40",25.56
3/11/22,11:10:00,"2,428.30","2,449.60",25.59
3/11/22,11:20:00,"2,430.60","2,452.10",25.61
3/11/22,11:30:00,"2,434.10","2,456.40",25.6
3/11/22,11:40:00,"2,428.30","2,451.50",25.61
3/11/22,11:50:00,"2,430.00","2,453.90",25.66
3/11/22,12:00:00,"2,440.00","2,461.90",25.7
3/11/22,12:10:00,"2,446.50","2,467.40",25.71
3/11/22,12:20:00,"2,456.40","2,479.10",25.71
3/11/22,12:30:00,"2,444.10","2,467.40",25.75
3/11/22,12:40:00,"2,442.40","2,466.20",25.8
3/11/22,12:50:00,"2,466.40","2,490.70",25.78
3/11/22,13:00:00,"2,462.30","2,486.40",25.88
3/11/22,13:10:00,"2,452.30","2,476.00",25.92
3/11/22,13:20:00,"2,466.40","2,490.70",25.87
3/11/22,13:30:00,"2,472.30","2,494.40",25.91
3/11/22,13:40:00,"2,470.50","2,493.80",25.92
3/11/22,13:50:00,"2,482.30","2,506.70",25.92
3/11/22,14:00:00,"2,470.00","2,493.80",25.94
3/11/22,14:10:00,"2,472.30","2,495.60",25.93
3/11/22,14:20:00,"2,476.40","2,499.90",25.93
3/11/22,14:30:00,"2,462.30","2,486.40",25.94
3/11/22,14:40:00,"2,466.40","2,491.30",25.94
3/11/22,14:50:00,"2,452.30","2,476.60",25.93
3/11/22,15:00:00,"2,458.20","2,481.50",25.93
3/11/22,15:10:00,"2,460.00","2,485.80",25.93
3/11/22,15:20:00,"2,455.90","2,481.50",25.94
3/11/22,15:30:00,"2,452.30","2,476.60",25.94
3/11/22,15:40:00,"2,454.10","2,478.40",25.94
3/11/22,15:50:00,"2,454.10","2,478.40",25.94
3/11/22,16:00:00,"2,454.10","2,479.10",25.96
3/11/22,16:10:00,"2,454.10","2,479.70",25.96
3/11/22,16:20:00,"2,452.30","2,476.00",25.94
3/11/22,16:30:00,"2,458.20","2,482.70",25.94
3/11/22,16:40:00,"2,452.30","2,476.60",25.93
3/11/22,16:50:00,"2,452.30","2,476.60",25.93
3/11/22,17:00:00,"2,450.00","2,474.10",25.92
3/11/22,17:10:00,"2,450.00","2,476.00",25.93
3/11/22,17:20:00,"2,450.00","2,474.80",25.93
3/11/22,17:30:00,"2,450.00","2,476.00",25.92
3/11/22,17:40:00,"2,450.00","2,474.10",25.92
3/11/22,17:50:00,"2,450.00","2,474.80",25.92
3/11/22,18:00:00,"2,450.00","2,474.10",25.91
3/11/22,18:10:00,"2,440.60","2,469.20",25.89
3/11/22,18:20:00,"2,452.30","2,475.40",25.88
3/11/22,18:30:00,"2,452.30","2,476.60",25.88
3/11/22,18:40:00,"2,452.30","2,477.20",25.87
3/11/22,18:50:00,"2,452.30","2,477.80",25.87
3/11/22,19:00:00,"2,454.10","2,477.80",25.87
3/11/22,19:10:00,"2,454.10","2,479.70",25.86
3/11/22,19:20:00,"2,454.10","2,479.70",25.85
3/11/22,19:30:00,"2,454.10","2,478.40",25.83
3/11/22,19:40:00,"2,456.40","2,481.50",25.83
3/11/22,19:50:00,"2,454.10","2,478.40",25.82
3/11/22,20:00:00,"2,452.30","2,476.60",25.81
3/11/22,20:10:00,"2,452.30","2,477.80",25.8
3/11/22,20:20:00,"2,450.00","2,476.60",25.78
3/11/22,20:30:00,"2,450.00","2,475.40",25.78
3/11/22,20:40:00,"2,450.00","2,475.40",25.77
3/11/22,20:50:00,"2,450.00","2,477.20",25.77
3/11/22,21:00:00,"2,452.30","2,477.80",25.77
3/11/22,21:10:00,"2,450.00","2,476.00",25.77
3/11/22,21:20:00,"2,452.30","2,477.20",25.76
3/11/22,21:30:00,"2,450.00","2,477.20",25.76
3/11/22,21:40:00,"2,448.20","2,474.80",25.75
3/11/22,21:50:00,"2,446.50","2,472.30",25.73
3/11/22,22:00:00,"2,442.40","2,467.40",25.71
3/11/22,22:10:00,"2,440.00","2,464.90",25.69
3/11/22,22:20:00,"2,438.30","2,464.30",25.67
3/11/22,22:30:00,"2,438.30","2,464.90",25.66
3/11/22,22:40:00,"2,438.30","2,464.90",25.65
3/11/22,22:50:00,"2,438.30","2,463.70",25.64
3/11/22,23:00:00,"2,438.30","2,463.70",25.64
3/11/22,23:10:00,"2,436.50","2,463.70",25.62
3/11/22,23:20:00,"2,436.50","2,463.10",25.61
3/11/22,23:30:00,"2,434.10","2,460.60",25.6
3/11/22,23:40:00,"2,434.10","2,460.00",25.59
3/11/22,23:50:00,"2,436.50","2,462.50",25.59
4/11/22,0:00:00,"2,434.10","2,460.60",25.57
4/11/22,0:10:00,"2,434.10","2,458.80",25.57
4/11/22,0:20:00,"2,434.10","2,458.80",25.56
4/11/22,0:30:00,"2,436.50","2,461.30",25.57
4/11/22,0:40:00,"2,436.50","2,460.00",25.56
4/11/22,0:50:00,"2,434.10","2,460.00",25.55
4/11/22,1:00:00,"2,434.10","2,460.60",25.54
4/11/22,1:10:00,"2,432.40","2,459.40",25.54
4/11/22,1:20:00,"2,432.40","2,458.20",25.52
4/11/22,1:30:00,"2,432.40","2,458.20",25.52
4/11/22,1:40:00,"2,430.00","2,457.60",25.52
4/11/22,1:50:00,"2,426.50","2,452.70",25.51
4/11/22,2:00:00,"2,428.30","2,453.90",25.5
4/11/22,2:10:00,"2,428.30","2,453.90",25.49
4/11/22,2:20:00,"2,430.00","2,455.70",25.49
4/11/22,2:30:00,"2,428.30","2,455.70",25.48
4/11/22,2:40:00,"2,428.30","2,455.70",25.48
4/11/22,2:50:00,"2,428.30","2,455.10",25.46
4/11/22,3:00:00,"2,428.30","2,453.30",25.46
4/11/22,3:10:00,"2,426.50","2,452.10",25.45
4/11/22,3:20:00,"2,426.50","2,451.50",25.45
4/11/22,3:30:00,"2,424.20","2,451.50",25.44
4/11/22,3:40:00,"2,426.50","2,452.10",25.44
4/11/22,3:50:00,"2,426.50","2,453.30",25.45
4/11/22,4:00:00,"2,428.30","2,453.90",25.44
4/11/22,4:10:00,"2,426.50","2,453.90",25.43
4/11/22,4:20:00,"2,426.50","2,453.30",25.44
4/11/22,4:30:00,"2,428.30","2,453.90",25.44
4/11/22,4:40:00,"2,430.00","2,456.40",25.43
4/11/22,4:50:00,"2,430.00","2,456.40",25.41
4/11/22,5:00:00,"2,430.00","2,455.10",25.41
4/11/22,5:10:00,"2,428.30","2,453.90",25.4
4/11/22,5:20:00,"2,426.50","2,453.30",25.4
4/11/22,5:30:00,"2,426.50","2,453.30",25.39
4/11/22,5:40:00,"2,426.50","2,452.10",25.39
4/11/22,5:50:00,"2,424.20","2,450.80",25.39
4/11/22,6:00:00,"2,426.50","2,453.30",25.39
4/11/22,6:10:00,"2,428.30","2,453.30",25.39
4/11/22,6:20:00,"2,426.50","2,453.30",25.39
4/11/22,6:30:00,"2,426.50","2,452.10",25.38
4/11/22,6:40:00,"2,424.20","2,450.80",25.36
4/11/22,6:50:00,"2,422.40","2,450.20",25.35
4/11/22,7:00:00,"2,422.40","2,446.60",25.35
4/11/22,7:10:00,"2,420.70","2,445.90",25.35
4/11/22,7:20:00,"2,422.40","2,447.80",25.35
4/11/22,7:30:00,"2,422.40","2,447.80",25.35
4/11/22,7:40:00,"2,420.70","2,445.30",25.35
4/11/22,7:50:00,"2,420.70","2,445.30",25.35
4/11/22,8:00:00,"2,420.70","2,445.90",25.36
4/11/22,8:10:00,"2,420.70","2,444.10",25.38
4/11/22,8:20:00,"2,420.70","2,444.10",25.38
4/11/22,8:30:00,"2,420.10","2,445.90",25.4
4/11/22,8:40:00,"2,422.40","2,447.20",25.41
4/11/22,8:50:00,"2,424.20","2,448.40",25.45
4/11/22,9:00:00,"2,424.20","2,450.80",25.48
4/11/22,9:10:00,"2,426.50","2,452.70",25.49
4/11/22,9:20:00,"2,430.00","2,454.50",25.52
4/11/22,9:30:00,"2,430.00","2,456.40",25.57
4/11/22,9:40:00,"2,432.40","2,457.60",25.6
4/11/22,9:50:00,"2,432.40","2,457.60",25.62
4/11/22,10:00:00,"2,435.90","2,461.90",25.69
4/11/22,10:10:00,"2,438.30","2,462.50",25.7
4/11/22,10:20:00,"2,440.00","2,464.30",25.71
4/11/22,10:30:00,"2,442.40","2,464.90",25.73
4/11/22,10:40:00,"2,444.10","2,468.00",25.78
4/11/22,10:50:00,"2,448.20","2,472.90",25.83
4/11/22,11:00:00,"2,448.20","2,471.70",25.85
4/11/22,11:10:00,"2,448.20","2,472.90",25.87
4/11/22,11:20:00,"2,450.00","2,474.10",25.88
4/11/22,11:30:00,"2,452.30","2,476.00",25.88
4/11/22,11:40:00,"2,451.70","2,476.00",25.93
4/11/22,11:50:00,"2,454.10","2,478.40",25.94
4/11/22,12:00:00,"2,455.90","2,482.10",25.94
4/11/22,12:10:00,"2,464.10","2,489.50",25.97
4/11/22,12:20:00,"2,460.00","2,484.00",26.01
4/11/22,12:30:00,"2,464.10","2,488.30",26.01
4/11/22,12:40:00,"2,465.80","2,490.70",26.01
4/11/22,12:50:00,"2,465.80","2,490.70",26.07
4/11/22,13:00:00,"2,472.30","2,495.60",26.12
4/11/22,13:10:00,"2,472.30","2,496.90",26.1
4/11/22,13:20:00,"2,472.30","2,495.60",26.13
4/11/22,13:30:00,"2,475.80","2,501.20",26.12
4/11/22,13:40:00,"2,474.10","2,498.10",26.15
4/11/22,13:50:00,"2,475.80","2,499.90",26.14
4/11/22,14:00:00,"2,478.20","2,501.80",26.15
4/11/22,14:10:00,"2,475.80","2,501.80",26.15
4/11/22,14:20:00,"2,475.80","2,501.20",26.17
4/11/22,14:30:00,"2,474.10","2,498.70",26.18
4/11/22,14:40:00,"2,474.10","2,498.70",26.18
4/11/22,14:50:00,"2,480.00","2,506.70",26.2
4/11/22,15:00:00,"2,472.30","2,496.20",26.2
4/11/22,15:10:00,"2,474.10","2,500.50",26.2
4/11/22,15:20:00,"2,470.00","2,495.00",26.19
4/11/22,15:30:00,"2,470.00","2,495.60",26.2
4/11/22,15:40:00,"2,470.00","2,496.20",26.23
4/11/22,15:50:00,"2,468.20","2,493.80",26.22
4/11/22,16:00:00,"2,468.20","2,492.60",26.22
4/11/22,16:10:00,"2,474.10","2,498.70",26.23
4/11/22,16:20:00,"2,474.10","2,499.30",26.22
4/11/22,16:30:00,"2,472.30","2,496.20",26.23
4/11/22,16:40:00,"2,472.30","2,499.30",26.19
4/11/22,16:50:00,"2,474.10","2,501.20",26.2
4/11/22,17:00:00,"2,475.80","2,502.40",26.2
4/11/22,17:10:00,"2,478.20","2,503.60",26.2
4/11/22,17:20:00,"2,474.10","2,501.20",26.2
4/11/22,17:30:00,"2,474.10","2,501.20",26.2
4/11/22,17:40:00,"2,474.10","2,501.20",26.19
4/11/22,17:50:00,"2,475.80","2,500.50",26.19
4/11/22,18:00:00,"2,474.10","2,501.80",26.18
4/11/22,18:10:00,"2,472.30","2,498.70",26.17
4/11/22,18:20:00,"2,468.20","2,495.00",26.15
4/11/22,18:30:00,"2,468.20","2,493.20",26.14
4/11/22,18:40:00,"2,465.80","2,492.60",26.14
4/11/22,18:50:00,"2,465.80","2,493.80",26.14
4/11/22,19:00:00,"2,468.20","2,495.60",26.14
4/11/22,19:10:00,"2,470.00","2,496.20",26.14
4/11/22,19:20:00,"2,468.20","2,495.60",26.13
4/11/22,19:30:00,"2,468.20","2,495.00",26.13
4/11/22,19:40:00,"2,468.20","2,495.00",26.13
4/11/22,19:50:00,"2,468.20","2,496.20",26.13
4/11/22,20:00:00,"2,470.00","2,497.50",26.14
4/11/22,20:10:00,"2,465.80","2,495.00",26.13
4/11/22,20:20:00,"2,468.20","2,494.40",26.12
4/11/22,20:30:00,"2,468.20","2,494.40",26.12
4/11/22,20:40:00,"2,468.20","2,493.80",26.1
4/11/22,20:50:00,"2,465.80","2,491.90",26.09
4/11/22,21:00:00,"2,465.80","2,493.20",26.08
4/11/22,21:10:00,"2,464.10","2,491.90",26.08
4/11/22,21:20:00,"2,464.10","2,491.30",26.07
4/11/22,21:30:00,"2,460.00","2,487.60",26.06
4/11/22,21:40:00,"2,337.80","2,359.10",26.04
4/11/22,21:50:00,"2,458.20","2,486.40",26.03
4/11/22,22:00:00,"2,458.20","2,484.00",26.01
4/11/22,22:10:00,"2,455.90","2,482.70",26.01
4/11/22,22:20:00,"2,455.90","2,482.10",25.99
4/11/22,22:30:00,"2,455.90","2,482.10",25.98
4/11/22,22:40:00,"2,454.10","2,480.30",25.97
4/11/22,22:50:00,"2,454.10","2,480.30",25.97
4/11/22,23:00:00,"2,454.10","2,479.70",25.96
4/11/22,23:10:00,"2,454.10","2,477.80",25.94
4/11/22,23:20:00,"2,450.00","2,477.80",25.93
4/11/22,23:30:00,"2,451.70","2,480.30",25.92
4/11/22,23:40:00,"2,454.10","2,480.30",25.91
4/11/22,23:50:00,"2,451.70","2,479.10",25.89
5/11/22,0:00:00,"2,451.70","2,477.80",25.88
5/11/22,0:10:00,"2,448.20","2,474.80",25.87
5/11/22,0:20:00,"2,451.70","2,477.80",25.86
5/11/22,0:30:00,"2,445.90","2,472.90",25.85
5/11/22,0:40:00,"2,448.20","2,475.40",25.85
5/11/22,0:50:00,"2,451.70","2,477.80",25.83
5/11/22,1:00:00,"2,450.00","2,477.20",25.81
5/11/22,1:10:00,"2,445.90","2,472.90",25.8
5/11/22,1:20:00,"2,450.00","2,476.60",25.78
5/11/22,1:30:00,"2,448.20","2,474.80",25.76
5/11/22,1:40:00,"2,450.00","2,475.40",25.75
5/11/22,1:50:00,"2,448.20","2,474.80",25.72
5/11/22,2:00:00,"2,441.80","2,469.20",25.71
5/11/22,2:10:00,"2,441.80","2,468.00",25.7
5/11/22,2:20:00,"2,444.10","2,470.50",25.69
5/11/22,2:30:00,"2,444.10","2,470.50",25.67
5/11/22,2:40:00,"2,448.20","2,476.00",25.67
5/11/22,2:50:00,"2,435.90","2,462.50",25.65
5/11/22,3:00:00,"2,435.90","2,462.50",25.62
5/11/22,3:10:00,"2,432.40","2,459.40",25.6
5/11/22,3:20:00,"2,434.10","2,461.30",25.6
5/11/22,3:30:00,"2,438.30","2,464.30",25.59
5/11/22,3:40:00,"2,432.40","2,458.80",25.56
5/11/22,3:50:00,"2,440.00","2,466.20",25.56
5/11/22,4:00:00,"2,434.10","2,458.80",25.55
5/11/22,4:10:00,"2,434.10","2,460.60",25.55
5/11/22,4:20:00,"2,441.80","2,468.00",25.54
5/11/22,4:30:00,"2,445.90","2,472.30",25.54
5/11/22,4:40:00,"2,440.00","2,464.90",25.52
5/11/22,4:50:00,"2,440.00","2,464.90",25.51
5/11/22,5:00:00,"2,430.00","2,457.60",25.5
5/11/22,5:10:00,"2,432.40","2,457.60",25.5
5/11/22,5:20:00,"2,434.10","2,460.60",25.5
5/11/22,5:30:00,"2,432.40","2,459.40",25.49
5/11/22,5:40:00,"2,434.10","2,459.40",25.49
5/11/22,5:50:00,"2,435.90","2,462.50",25.49
5/11/22,6:00:00,"2,434.10","2,460.00",25.49
5/11/22,6:10:00,"2,435.90","2,460.60",25.48
5/11/22,6:20:00,"2,434.10","2,460.60",25.46
5/11/22,6:30:00,"2,434.10","2,460.00",25.45
5/11/22,6:40:00,"2,431.80","2,457.60",25.45
5/11/22,6:50:00,"2,428.30","2,453.30",25.44
5/11/22,7:00:00,"2,428.30","2,453.90",25.43
5/11/22,7:10:00,"2,428.30","2,453.90",25.41
5/11/22,7:20:00,"2,425.90","2,451.50",25.41
5/11/22,7:30:00,"2,425.90","2,449.60",25.4
5/11/22,7:40:00,"2,424.20","2,449.00",25.39
5/11/22,7:50:00,"2,424.20","2,449.00",25.39
5/11/22,8:00:00,"2,422.40","2,447.20",25.38
5/11/22,8:10:00,"2,424.20","2,449.00",25.39
5/11/22,8:20:00,"2,425.90","2,450.20",25.39
5/11/22,8:30:00,"2,425.90","2,452.10",25.41
5/11/22,8:40:00,"2,428.30","2,453.90",25.41
5/11/22,8:50:00,"2,430.00","2,453.90",25.44
5/11/22,9:00:00,"2,430.00","2,455.70",25.46
5/11/22,9:10:00,"2,430.00","2,455.70",25.46
5/11/22,9:20:00,"2,431.80","2,458.20",25.5
5/11/22,9:30:00,"2,434.10","2,459.40",25.54
5/11/22,9:40:00,"2,435.90","2,460.60",25.56
5/11/22,9:50:00,"2,434.10","2,461.30",25.57
5/11/22,10:00:00,"2,438.30","2,462.50",25.62
5/11/22,10:10:00,"2,440.00","2,463.10",25.66
5/11/22,10:20:00,"2,441.80","2,466.20",25.71
5/11/22,10:30:00,"2,444.10","2,468.60",25.76
5/11/22,10:40:00,"2,445.90","2,469.80",25.77
5/11/22,10:50:00,"2,445.90","2,471.10",25.81
5/11/22,11:00:00,"2,450.00","2,474.80",25.83
5/11/22,11:10:00,"2,450.00","2,475.40",25.86
5/11/22,11:20:00,"2,450.00","2,476.00",25.87
5/11/22,11:30:00,"2,451.70","2,476.00",25.87
5/11/22,11:40:00,"2,455.90","2,480.90",25.89
5/11/22,11:50:00,"2,455.90","2,481.50",25.96
5/11/22,12:00:00,"2,457.60","2,483.30",25.99
5/11/22,12:10:00,"2,457.60","2,481.50",25.98
5/11/22,12:20:00,"2,457.60","2,482.70",25.99
5/11/22,12:30:00,"2,457.60","2,484.00",26.01
5/11/22,12:40:00,"2,470.00","2,495.00",26.01
5/11/22,12:50:00,"2,470.00","2,496.20",26.02
5/11/22,13:00:00,"2,465.80","2,492.60",26.06
5/11/22,13:10:00,"2,471.70","2,496.20",26.07
5/11/22,13:20:00,"2,474.10","2,499.90",26.1
5/11/22,13:30:00,"2,470.00","2,495.00",26.07
5/11/22,13:40:00,"2,475.80","2,499.90",26.07
5/11/22,13:50:00,"2,474.10","2,499.90",26.08
5/11/22,14:00:00,"2,481.70","2,508.50",26.07
5/11/22,14:10:00,"2,475.80","2,501.80",26.07
5/11/22,14:20:00,"2,463.50","2,490.70",26.08
5/11/22,14:30:00,"2,470.00","2,495.60",26.07
5/11/22,14:40:00,"2,474.10","2,498.70",26.07
5/11/22,14:50:00,"2,474.10","2,499.90",26.06
5/11/22,15:00:00,"2,470.00","2,497.50",26.07
5/11/22,15:10:00,"2,467.60","2,493.20",26.07
5/11/22,15:20:00,"2,463.50","2,490.70",26.07
5/11/22,15:30:00,"2,473.50","2,499.90",26.06
5/11/22,15:40:00,"2,465.80","2,492.60",26.04
5/11/22,15:50:00,"2,461.70","2,488.30",26.06
5/11/22,16:00:00,"2,470.00","2,495.60",26.06
5/11/22,16:10:00,"2,470.00","2,497.50",26.06
5/11/22,16:20:00,"2,470.00","2,497.50",26.04
5/11/22,16:30:00,"2,467.60","2,494.40",26.04
5/11/22,16:40:00,"2,470.00","2,496.20",26.03
5/11/22,16:50:00,"2,465.80","2,493.20",26.02
5/11/22,17:00:00,"2,461.70","2,486.40",26.01
5/11/22,17:10:00,"2,461.70","2,490.10",25.99
5/11/22,17:20:00,"2,460.00","2,487.00",25.99
5/11/22,17:30:00,"2,457.60","2,486.40",25.97
5/11/22,17:40:00,"2,460.00","2,486.40",25.96
5/11/22,17:50:00,"2,460.00","2,486.40",25.96
5/11/22,18:00:00,"2,460.00","2,486.40",25.93
5/11/22,18:10:00,"2,457.60","2,484.00",25.91
5/11/22,18:20:00,"2,460.00","2,487.00",25.92
5/11/22,18:30:00,"2,457.60","2,484.60",25.91
5/11/22,18:40:00,"2,455.90","2,483.30",25.89
5/11/22,18:50:00,"2,451.70","2,479.10",25.86
5/11/22,19:00:00,"2,451.70","2,479.10",25.86
5/11/22,19:10:00,"2,451.70","2,479.10",25.85
5/11/22,19:20:00,"2,450.00","2,477.20",25.83
5/11/22,19:30:00,"2,451.70","2,479.70",25.82
5/11/22,19:40:00,"2,450.00","2,477.20",25.81
5/11/22,19:50:00,"2,450.00","2,476.60",25.8
5/11/22,20:00:00,"2,447.60","2,476.00",25.78
5/11/22,20:10:00,"2,445.90","2,472.90",25.76
5/11/22,20:20:00,"2,444.10","2,470.50",25.75
5/11/22,20:30:00,"2,441.80","2,469.80",25.73
5/11/22,20:40:00,"2,441.80","2,469.80",25.73
5/11/22,20:50:00,"2,441.80","2,469.20",25.71
5/11/22,21:00:00,"2,440.00","2,468.00",25.71
5/11/22,21:10:00,"2,437.70","2,464.90",25.69
5/11/22,21:20:00,"2,437.70","2,466.80",25.67
5/11/22,21:30:00,"2,438.30","2,464.90",25.65
5/11/22,21:40:00,"2,435.90","2,464.30",25.64
5/11/22,21:50:00,"2,435.90","2,464.30",25.61
5/11/22,22:00:00,"2,435.90","2,463.10",25.6
5/11/22,22:10:00,"2,435.90","2,464.30",25.6
5/11/22,22:20:00,"2,434.10","2,461.90",25.57
5/11/22,22:30:00,"2,280.90","2,303.10",25.56
5/11/22,22:40:00,"2,300.60","2,323.20",25.54
5/11/22,22:50:00,"2,430.00","2,458.80",25.52
5/11/22,23:00:00,"2,431.80","2,457.60",25.52
5/11/22,23:10:00,"2,431.80","2,457.60",25.51
5/11/22,23:20:00,"2,431.80","2,457.60",25.5
5/11/22,23:30:00,"2,430.00","2,457.00",25.49
5/11/22,23:40:00,"2,430.00","2,457.00",25.48
5/11/22,23:50:00,"2,428.30","2,456.40",25.45
6/11/22,0:00:00,"2,425.90","2,454.50",25.44
